product_id,day,base_price,price,competitor_price,promo,day_of_week,units_sold,cost_per_unit,revenue,profit
1,27,543.27,566.49,530.31,0,5,109,245.71,61747.41,34965.02
1,28,543.27,583.87,502.21,0,6,85,224.65,49628.95,30533.7
1,29,543.27,502.72,581.87,0,0,121,306.91,60829.12,23693.01
1,30,543.27,583.1,548.72,0,1,87,285.24,50729.7,25913.82
1,31,543.27,553.44,505.52,0,2,95,264.54,52576.8,27445.5
1,32,543.27,502.75,556.2,0,3,126,272.93,63346.5,28957.32
1,33,543.27,535.4,493.61,0,4,95,202.51,50863.0,31624.55
1,34,543.27,506.42,612.44,0,5,145,254.51,73430.9,36526.95
1,35,543.27,565.04,524.09,0,6,106,216.45,59894.24,36950.54
1,36,543.27,571.4,578.93,0,0,106,218.45,60568.4,37412.7
1,37,543.27,500.44,531.28,0,1,118,279.96,59051.92,26016.64
1,38,543.27,543.94,559.58,0,2,100,313.91,54394.0,23003.0
1,39,543.27,577.46,563.2,0,3,93,244.98,53703.78,30920.64
1,40,543.27,590.66,514.05,0,4,81,218.36,47843.46,30156.3
1,41,543.27,544.74,620.63,0,5,127,278.26,69181.98,33842.96
1,42,543.27,592.19,594.22,0,6,106,308.47,62772.14,30074.32
1,43,543.27,547.15,616.54,0,0,118,291.78,64563.7,30133.66
1,44,543.27,467.88,610.48,1,1,239,308.14,111823.32,38177.86
1,45,543.27,581.1,570.15,0,2,95,263.02,55204.5,30217.6
1,46,543.27,542.51,614.15,0,3,120,292.26,65101.2,30030.0
1,47,543.27,540.22,500.96,0,4,97,209.17,52401.34,32111.85
1,48,543.27,542.22,515.56,0,5,109,237.45,59101.98,33219.93
1,49,543.27,580.95,495.09,0,6,92,243.05,53447.4,31086.8
1,50,543.27,579.34,533.13,0,0,90,259.59,52140.6,28777.5
1,51,543.27,532.79,541.73,0,1,114,316.33,60738.06,24676.44
1,52,543.27,525.16,525.8,0,2,103,308.89,54091.48,22275.81
1,53,543.27,542.39,601.5,0,3,113,208.42,61290.07,37738.61
1,54,543.27,551.18,537.4,0,4,100,213.61,55118.0,33757.0
1,55,543.27,514.84,527.1,0,5,124,238.72,63840.16,34238.88
1,56,543.27,575.21,562.65,0,6,110,229.63,63273.1,38013.8
1,57,543.27,541.8,508.08,0,0,97,273.64,52554.6,26011.52
1,58,543.27,525.24,597.9,0,1,116,312.76,60927.84,24647.68
1,59,543.27,500.55,499.07,0,2,114,320.84,57062.7,20486.94
1,60,543.27,514.89,622.98,0,3,130,278.92,66935.7,30676.1
1,61,543.27,592.09,593.83,0,4,91,303.98,53880.19,26218.01
1,62,543.27,522.09,515.93,0,5,117,261.48,61084.53,30491.37
1,63,543.27,507.29,489.69,0,6,112,218.44,56816.48,32351.2
1,64,543.27,539.0,599.7,0,0,113,261.41,60907.0,31367.67
1,65,543.27,522.31,584.95,0,1,117,265.53,61110.27,30043.26
1,66,543.27,492.76,587.95,0,2,134,290.98,66029.84,27038.52
1,67,543.27,524.05,593.7,0,3,120,220.01,62886.0,36484.8
1,68,543.27,548.06,499.0,0,4,89,240.17,48777.34,27402.21
1,69,543.27,490.96,537.63,1,5,220,239.59,108011.2,55301.4
1,70,543.27,527.68,504.68,0,6,108,320.45,56989.44,22380.84
1,71,543.27,537.54,606.17,0,0,118,250.44,63429.72,33877.8
1,72,543.27,593.85,573.6,0,1,90,292.7,53446.5,27103.5
1,73,543.27,529.94,533.88,0,2,106,292.12,56173.64,25208.92
1,74,543.27,488.63,497.58,1,3,188,226.21,91862.44,49334.96
1,75,543.27,515.4,531.18,0,4,114,267.81,58755.6,28225.26
1,76,543.27,538.68,533.11,0,5,118,311.61,63564.24,26794.26
1,77,543.27,571.47,588.04,0,6,112,254.68,64004.64,35480.48
1,78,543.27,511.32,575.53,0,0,123,318.51,62892.36,23715.63
1,79,543.27,566.01,609.44,0,1,106,219.27,59997.06,36754.44
1,80,543.27,491.24,553.08,0,2,127,200.22,62387.48,36959.54
1,81,543.27,534.46,505.19,0,3,101,311.22,53980.46,22547.24
1,82,543.27,444.54,585.81,1,4,247,305.27,109801.38,34399.69
1,83,543.27,525.75,592.27,0,5,126,324.96,66244.5,25299.54
1,84,543.27,550.2,565.17,0,6,117,282.42,64373.4,31330.26
1,85,543.27,511.21,593.65,0,0,126,317.36,64412.46,24425.1
1,86,543.27,569.56,556.01,0,1,95,302.46,54108.2,25374.5
1,87,543.27,494.62,559.94,0,2,122,304.83,60343.64,23154.38
1,88,543.27,581.58,547.01,0,3,96,267.44,55831.68,30157.44
1,89,543.27,510.48,492.4,0,4,107,242.08,54621.36,28718.8
1,90,543.27,583.95,503.6,0,5,89,317.07,51971.55,23752.32
1,91,543.27,476.05,493.21,1,6,210,248.83,99970.5,47716.2
1,92,543.27,567.47,575.38,0,0,99,263.33,56179.53,30109.86
1,93,543.27,523.63,531.64,0,1,113,250.73,59170.19,30837.7
1,94,543.27,587.37,558.02,0,2,92,266.86,54038.04,29486.92
1,95,543.27,502.7,612.21,0,3,130,254.05,65351.0,32324.5
1,96,543.27,508.34,522.8,0,4,115,196.66,58459.1,35843.2
1,97,543.27,542.51,544.68,0,5,112,309.94,60761.12,26047.84
1,98,543.27,412.93,591.56,1,6,310,250.5,128008.3,50353.3
1,99,543.27,510.24,520.02,0,0,116,270.13,59187.84,27852.76
1,100,543.27,470.13,499.4,1,1,199,209.05,93555.87,51954.92
1,101,543.27,595.04,528.3,0,2,82,190.6,48793.28,33164.08
1,102,543.27,529.83,510.84,0,3,95,223.46,50333.85,29105.15
1,103,543.27,589.26,615.21,0,4,96,285.84,56568.96,29128.32
1,104,543.27,548.14,598.7,0,5,119,203.62,65228.66,40997.88
1,105,543.27,518.25,574.97,0,6,131,313.59,67890.75,26810.46
1,106,543.27,565.26,607.3,0,0,106,219.35,59917.56,36666.46
1,107,543.27,560.54,598.1,0,1,103,217.93,57735.62,35288.83
1,108,543.27,596.42,514.28,0,2,79,214.8,47117.18,30147.98
1,109,543.27,517.74,610.17,0,3,127,192.04,65752.98,41363.9
1,110,543.27,561.96,562.2,0,4,102,294.97,57319.92,27232.98
1,111,543.27,494.6,598.61,0,5,140,308.99,69244.0,25985.4
1,112,543.27,501.29,610.65,0,6,145,273.56,72687.05,33020.85
1,113,543.27,483.27,532.13,1,0,198,215.71,95687.46,52976.88
1,114,543.27,597.54,503.89,0,1,80,228.89,47803.2,29492.0
1,115,543.27,493.53,519.9,1,2,193,254.78,95251.29,46078.75
1,116,543.27,574.42,546.95,0,3,91,319.76,52272.22,23174.06
1,117,543.27,544.33,600.04,0,4,111,223.74,60420.63,35585.49
1,118,543.27,521.55,605.85,0,5,134,289.51,69887.7,31093.36
1,119,543.27,505.38,489.89,0,6,111,249.83,56097.18,28366.05
1,120,543.27,519.87,558.31,0,0,117,230.6,60824.79,33844.59
1,121,543.27,529.79,545.63,0,1,109,252.07,57747.11,30271.48
1,122,543.27,571.12,519.11,0,2,92,199.82,52543.04,34159.6
1,123,543.27,547.58,505.22,0,3,91,298.62,49829.78,22655.36
1,124,543.27,497.36,534.8,0,4,119,223.19,59185.84,32626.23
1,125,543.27,490.9,617.01,0,5,146,288.67,71671.4,29525.58
1,126,543.27,500.06,532.84,0,6,128,199.43,64007.68,38480.64
1,127,543.27,533.55,559.4,0,0,107,319.86,57089.85,22864.83
1,128,543.27,590.34,584.43,0,1,98,216.36,57853.32,36650.04
1,129,543.27,558.2,538.33,0,2,96,310.04,53587.2,23823.36
1,130,543.27,576.06,620.93,0,3,106,300.09,61062.36,29252.82
1,131,543.27,539.62,619.66,0,4,117,321.6,63135.54,25508.34
1,132,543.27,528.24,523.14,0,5,112,255.05,59162.88,30597.28
1,133,543.27,500.72,556.48,0,6,135,288.94,67597.2,28590.3
1,134,543.27,584.12,529.81,0,0,89,240.49,51986.68,30583.07
1,135,543.27,574.04,527.63,0,1,87,215.18,49941.48,31220.82
1,136,543.27,507.21,493.95,0,2,110,250.32,55793.1,28257.9
1,137,543.27,544.6,571.73,0,3,106,212.66,57727.6,35185.64
1,138,543.27,541.9,557.22,0,4,106,323.52,57441.4,23148.28
1,139,543.27,556.86,495.93,0,5,100,203.22,55686.0,35364.0
1,140,543.27,591.75,526.79,0,6,91,270.17,53849.25,29263.78
1,141,543.27,551.94,612.3,0,0,113,275.23,62369.22,31268.23
1,142,543.27,547.64,521.48,0,1,97,263.23,53121.08,27587.77
1,143,543.27,494.41,508.62,0,2,117,280.08,57845.97,25076.61
1,144,543.27,495.78,555.42,0,3,118,205.92,58502.04,34203.48
1,145,543.27,509.3,622.81,0,4,125,265.53,63662.5,30471.25
1,146,543.27,492.47,521.82,0,5,134,229.15,65990.98,35284.88
1,147,543.27,569.71,580.23,0,6,115,317.84,65516.65,28965.05
1,148,543.27,567.54,592.38,0,0,101,293.65,57321.54,27662.89
1,149,543.27,503.73,521.22,0,1,114,322.23,57425.22,20691.0
1,150,543.27,579.79,587.85,0,2,100,195.25,57979.0,38454.0
1,151,543.27,505.76,538.89,0,3,120,228.87,60691.2,33226.8
1,152,543.27,521.67,574.82,0,4,112,216.69,58427.04,34157.76
1,153,543.27,516.0,574.99,0,5,129,191.66,66564.0,41839.86
1,154,543.27,529.4,561.71,0,6,123,223.06,65116.2,37679.82
1,155,543.27,516.61,501.21,0,0,108,282.33,55793.88,25302.24
1,156,543.27,449.69,602.39,1,1,255,221.53,114670.95,58180.8
1,157,543.27,533.21,532.51,0,2,105,259.28,55987.05,28762.65
1,158,543.27,596.14,514.28,0,3,76,310.73,45306.64,21691.16
1,159,543.27,495.02,494.48,0,4,114,284.37,56432.28,24014.1
1,160,543.27,504.39,569.2,0,5,140,243.74,70614.6,36491.0
1,161,543.27,494.68,580.97,0,6,143,240.73,70739.24,36314.85
1,162,543.27,556.94,491.2,0,0,85,252.04,47339.9,25916.5
1,163,543.27,494.87,558.49,0,1,129,214.19,63838.23,36207.72
1,164,543.27,579.83,519.71,0,2,89,276.25,51604.87,27018.62
1,165,543.27,544.57,576.57,0,3,106,239.6,57724.42,32326.82
1,166,543.27,546.2,512.63,0,4,98,305.91,53527.6,23548.42
1,167,543.27,549.96,582.78,0,5,122,292.9,67095.12,31361.32
1,168,543.27,507.5,541.47,0,6,133,273.06,67497.5,31180.52
1,169,543.27,510.42,616.17,0,0,129,239.61,65844.18,34934.49
1,170,543.27,523.58,507.62,0,1,103,218.66,53928.74,31406.76
1,171,543.27,553.43,535.27,0,2,102,295.56,56449.86,26302.74
1,172,543.27,511.77,504.35,0,3,104,256.21,53224.08,26578.24
1,173,543.27,501.58,614.53,0,4,134,220.67,67211.72,37641.94
1,174,543.27,594.35,608.1,0,5,104,216.65,61812.4,39280.8
1,175,543.27,491.33,523.98,0,6,136,212.61,66820.88,37905.92
1,176,543.27,476.16,578.58,1,0,220,295.7,104755.2,39701.2
1,177,543.27,574.57,599.94,0,1,107,221.24,61478.99,37806.31
1,178,543.27,521.24,564.35,0,2,118,261.67,61506.32,30629.26
1,179,543.27,503.68,560.88,0,3,119,251.47,59937.92,30012.99
1,180,543.27,504.77,521.79,0,4,119,268.87,60067.63,28072.1
1,181,543.27,564.72,501.59,0,5,101,309.28,57036.72,25799.44
1,182,543.27,502.29,610.8,1,6,234,308.0,117535.86,45463.86
1,183,543.27,573.99,611.24,0,0,103,251.41,59120.97,33225.74
1,184,543.27,590.8,574.93,0,1,93,192.23,54944.4,37067.01
1,185,543.27,564.12,534.99,0,2,95,248.06,53591.4,30025.7
1,186,543.27,505.88,536.37,0,3,115,272.48,58176.2,26841.0
1,187,543.27,515.39,587.54,0,4,127,265.9,65454.53,31685.23
1,188,543.27,580.45,610.79,0,5,113,278.61,65590.85,34107.92
1,189,543.27,511.68,609.42,0,6,132,211.07,67541.76,39680.52
1,190,543.27,496.82,594.86,0,0,132,277.96,65580.24,28889.52
1,191,543.27,499.8,576.14,1,1,202,214.95,100959.6,57539.7
1,192,543.27,532.68,500.37,0,2,99,292.08,52735.32,23819.4
1,193,543.27,588.91,510.9,0,3,81,236.2,47701.71,28569.51
1,194,543.27,559.6,610.98,0,4,112,286.56,62675.2,30580.48
1,195,543.27,498.77,571.31,0,5,143,196.65,71324.11,43203.16
1,196,543.27,459.44,490.19,1,6,227,245.54,104292.88,48555.3
1,197,543.27,517.04,502.72,0,0,105,285.9,54289.2,24269.7
1,198,543.27,525.58,579.06,0,1,117,220.96,61492.86,35640.54
1,199,543.27,532.65,489.63,0,2,97,298.16,51667.05,22745.53
1,200,543.27,413.65,510.78,1,3,251,275.82,103826.15,34595.33
2,1,1148.25,1147.45,1190.95,0,4,69,570.55,79174.05,39806.1
2,2,1148.25,1061.75,1232.04,0,5,86,503.38,91310.5,48019.82
2,3,1148.25,1125.51,1220.58,0,6,82,540.38,92291.82,47980.66
2,4,1148.25,914.87,1097.8,1,0,139,573.36,127166.93,47469.89
2,5,1148.25,1210.91,1237.86,0,1,62,537.51,75076.42,41750.8
2,6,1148.25,1217.87,1101.53,0,2,59,602.35,71854.33,36315.68
2,7,1148.25,1068.66,1126.84,0,3,68,526.39,72668.88,36874.36
2,8,1148.25,1117.6,1247.71,0,4,75,459.95,83820.0,49323.75
2,9,1148.25,1119.17,1219.91,0,5,77,463.3,86176.09,50501.99
2,10,1148.25,1068.2,1277.21,0,6,83,403.55,88660.6,55165.95
2,11,1148.25,1216.79,1222.2,0,0,64,488.28,77874.56,46624.64
2,12,1148.25,1195.84,1196.57,0,1,56,616.87,66967.04,32422.32
2,13,1148.25,1077.15,1060.32,0,2,61,629.86,65706.15,27284.69
2,14,1148.25,1117.64,1138.98,0,3,66,460.01,73764.24,43403.58
2,15,1148.25,1057.72,1109.55,0,4,71,677.19,75098.12,27017.63
2,16,1148.25,1177.69,1103.47,0,5,65,546.11,76549.85,41052.7
2,17,1148.25,1061.3,1312.74,0,6,84,665.12,89149.2,33279.12
2,18,1148.25,1259.84,1146.27,0,0,53,604.77,66771.52,34718.71
2,19,1148.25,1212.71,1289.5,0,1,68,609.27,82464.28,41033.92
2,20,1148.25,1123.04,1214.6,0,2,72,426.3,80858.88,50165.28
2,21,1148.25,1166.29,1261.59,0,3,69,465.04,80474.01,48386.25
2,22,1148.25,1242.71,1177.71,0,4,62,404.42,77048.02,51973.98
2,23,1148.25,943.54,1199.03,1,5,154,607.46,145305.16,51756.32
2,24,1148.25,1073.5,1174.81,0,6,78,500.76,83733.0,44673.72
2,25,1148.25,1120.39,1089.47,0,0,63,627.71,70584.57,31038.84
2,26,1148.25,1227.05,1240.81,0,1,59,499.18,72395.95,42944.33
2,27,1148.25,1181.37,1114.02,0,2,60,637.09,70882.2,32656.8
2,28,1148.25,1182.86,1040.41,0,3,58,439.41,68605.88,43120.1
2,29,1148.25,1232.49,1218.72,0,4,64,451.66,78879.36,49973.12
2,30,1148.25,1238.73,1084.27,0,5,63,499.74,78039.99,46556.37
2,31,1148.25,1244.66,1303.4,0,6,71,519.15,88370.86,51511.21
2,32,1148.25,1055.21,1307.26,0,0,85,501.99,89692.85,47023.7
2,33,1148.25,1158.38,1296.05,0,1,71,621.1,82244.98,38146.88
2,34,1148.25,965.49,1139.68,1,2,135,429.72,130341.15,72328.95
2,35,1148.25,1207.25,1037.86,0,3,53,502.71,63984.25,37340.62
2,36,1148.25,1172.76,1299.91,0,4,73,642.23,85611.48,38728.69
2,37,1148.25,1071.73,1156.34,0,5,84,421.06,90025.32,54656.28
2,38,1148.25,1216.55,1310.92,0,6,74,672.4,90024.7,40267.1
2,39,1148.25,1198.8,1310.04,0,0,70,685.02,83916.0,35964.6
2,40,1148.25,1053.21,1278.29,0,1,83,427.31,87416.43,51949.7
2,41,1148.25,1139.94,1117.95,0,2,63,485.5,71816.22,41229.72
2,42,1148.25,875.43,1143.97,1,3,142,508.79,124311.06,52062.88
2,43,1148.25,1110.93,1277.75,0,4,81,624.76,89985.33,39379.77
2,44,1148.25,1037.58,1124.4,0,5,79,572.96,81968.82,36704.98
2,45,1148.25,1125.36,1082.08,0,6,70,586.86,78775.2,37695.0
2,46,1148.25,1159.7,1193.26,0,0,70,619.34,81179.0,37825.2
2,47,1148.25,1175.71,1302.16,0,1,68,435.75,79948.28,50317.28
2,48,1148.25,1185.8,1233.23,0,2,63,641.07,74705.4,34317.99
2,49,1148.25,1225.48,1197.07,0,3,62,604.44,75979.76,38504.48
2,50,1148.25,1082.91,1061.32,0,4,60,567.62,64974.6,30917.4
2,51,1148.25,1061.09,1209.97,0,5,82,657.3,87009.38,33110.78
2,52,1148.25,1228.98,1317.63,0,6,74,602.92,90944.52,46328.44
2,53,1148.25,1069.39,1073.64,0,0,67,459.79,71649.13,40843.2
2,54,1148.25,1257.28,1182.22,0,1,53,525.25,66635.84,38797.59
2,55,1148.25,1226.91,1285.29,0,2,70,543.71,85883.7,47824.0
2,56,1148.25,1148.45,1246.07,0,3,70,417.74,80391.5,51149.7
2,57,1148.25,1258.81,1233.51,0,4,65,675.93,81822.65,37887.2
2,58,1148.25,1055.79,1235.08,0,5,84,438.8,88686.36,51827.16
2,59,1148.25,1103.02,1136.62,0,6,72,602.1,79417.44,36066.24
2,60,1148.25,1179.99,1117.7,0,0,61,547.21,71979.39,38599.58
2,61,1148.25,1113.8,1265.76,0,1,73,409.25,81307.4,51432.15
2,62,1148.25,1246.63,1265.98,0,2,60,667.35,74797.8,34756.8
2,63,1148.25,1048.5,1282.33,0,3,85,646.42,89122.5,34176.8
2,64,1148.25,1159.6,1295.58,0,4,69,552.38,80012.4,41898.18
2,65,1148.25,999.39,1180.21,1,5,135,467.61,134917.65,71790.3
2,66,1148.25,1183.32,1177.39,0,6,74,436.8,87565.68,55242.48
2,67,1148.25,1092.14,1262.59,0,0,74,506.2,80818.36,43359.56
2,68,1148.25,1117.15,1220.01,0,1,69,475.21,77083.35,44293.86
2,69,1148.25,1227.18,1234.93,0,2,58,547.34,71176.44,39430.72
2,70,1148.25,1078.19,1261.87,0,3,82,679.31,88411.58,32708.16
2,71,1148.25,1223.32,1288.91,0,4,62,566.94,75845.84,40695.56
2,72,1148.25,1162.64,1130.45,0,5,69,657.35,80222.16,34865.01
2,73,1148.25,1208.46,1141.24,0,6,68,588.73,82175.28,42141.64
2,74,1148.25,1197.3,1060.4,0,0,57,538.31,68246.1,37562.43
2,75,1148.25,1081.08,1199.43,0,1,73,647.21,78918.84,31672.51
2,76,1148.25,1164.05,1043.74,0,2,52,537.2,60530.6,32596.2
2,77,1148.25,1061.42,1167.08,1,3,115,651.24,122063.3,47170.7
2,78,1148.25,1132.66,1189.2,0,4,69,485.59,78153.54,44647.83
2,79,1148.25,1255.4,1115.68,0,5,57,438.86,71557.8,46542.78
2,80,1148.25,1137.28,1203.03,0,6,76,647.42,86433.28,37229.36
2,81,1148.25,1066.22,1042.18,0,0,68,570.51,72502.96,33708.28
2,82,1148.25,1122.86,1044.15,0,1,63,657.11,70740.18,29342.25
2,83,1148.25,1251.98,1269.56,0,2,59,671.1,73866.82,34271.92
2,84,1148.25,1106.85,1136.82,0,3,74,417.28,81906.9,51028.18
2,85,1148.25,1232.78,1069.9,0,4,55,545.7,67802.9,37789.4
2,86,1148.25,1235.8,1183.34,0,5,66,509.53,81562.8,47933.82
2,87,1148.25,1113.85,1254.46,0,6,84,581.55,93563.4,44713.2
2,88,1148.25,1052.55,1095.38,0,0,77,629.7,81046.35,32559.45
2,89,1148.25,1199.82,1212.23,0,1,60,482.43,71989.2,43043.4
2,90,1148.25,1104.96,1057.93,0,2,62,561.72,68507.52,33680.88
2,91,1148.25,1213.22,1048.26,0,3,46,605.34,55808.12,27962.48
2,92,1148.25,1135.08,1185.96,0,4,69,440.48,78320.52,47927.4
2,93,1148.25,1144.87,1188.62,0,5,75,635.58,85865.25,38196.75
2,94,1148.25,1212.07,1216.41,0,6,70,575.88,84844.9,44533.3
2,95,1148.25,1051.44,1241.86,1,0,123,674.46,129327.12,46368.54
2,96,1148.25,1135.19,1313.56,0,1,68,499.35,77192.92,43237.12
2,97,1148.25,1119.82,1181.64,0,2,70,432.93,78387.4,48082.3
2,98,1148.25,1117.78,1126.13,0,3,71,547.29,79362.38,40504.79
2,99,1148.25,1154.21,1261.69,0,4,68,426.52,78486.28,49482.92
2,100,1148.25,1219.17,1111.17,0,5,64,680.2,78026.88,34494.08
2,101,1148.25,1116.51,1159.44,0,6,70,412.99,78155.7,49246.4
2,102,1148.25,1153.82,1055.95,0,0,60,618.19,69229.2,32137.8
2,103,1148.25,1187.46,1040.7,0,1,54,552.62,64122.84,34281.36
2,104,1148.25,1095.3,1309.77,0,2,75,507.7,82147.5,44070.0
2,105,1148.25,1084.16,1273.4,1,3,120,420.79,130099.2,79604.4
2,106,1148.25,1247.78,1233.21,0,4,60,580.49,74866.8,40037.4
2,107,1148.25,1199.58,1150.82,0,5,68,569.88,81571.44,42819.6
2,108,1148.25,1165.98,1083.17,0,6,61,482.52,71124.78,41691.06
2,109,1148.25,1182.17,1078.33,0,0,57,663.18,67383.69,29582.43
2,110,1148.25,1040.15,1105.26,0,1,72,489.19,74890.8,39669.12
2,111,1148.25,994.53,1191.09,1,2,126,530.99,125310.78,58406.04
2,112,1148.25,1150.43,1238.56,0,3,75,557.98,86282.25,44433.75
2,113,1148.25,1158.76,1222.94,0,4,65,430.66,75319.4,47326.5
2,114,1148.25,1115.97,1113.78,0,5,70,669.48,78117.9,31254.3
2,115,1148.25,1052.14,1307.53,0,6,86,509.4,90484.04,46675.64
2,116,1148.25,1079.48,1245.25,1,0,127,425.08,137093.96,83108.8
2,117,1148.25,1251.76,1192.56,0,1,61,513.06,76357.36,45060.7
2,118,1148.25,1127.28,1209.03,0,2,67,574.18,75527.76,37057.7
2,119,1148.25,1140.6,1153.88,0,3,69,549.34,78701.4,40796.94
2,120,1148.25,1045.53,1104.54,0,4,72,601.26,75278.16,31987.44
2,121,1148.25,1042.05,1135.61,0,5,82,417.81,85448.1,51187.68
2,122,1148.25,1198.13,1250.97,0,6,72,483.57,86265.36,51448.32
2,123,1148.25,1157.0,1037.56,0,0,55,637.06,63635.0,28596.7
2,124,1148.25,1150.25,1066.75,0,1,61,424.82,70165.25,44251.23
2,125,1148.25,1089.26,1046.63,0,2,62,647.47,67534.12,27390.98
2,126,1148.25,1204.46,1045.12,0,3,59,428.27,71063.14,45795.21
2,127,1148.25,1072.06,1279.0,0,4,74,641.43,79332.44,31866.62
2,128,1148.25,1077.04,1235.42,0,5,88,505.46,94779.52,50299.04
2,129,1148.25,1139.23,1169.54,0,6,73,577.63,83163.79,40996.8
2,130,1148.25,1099.17,1061.51,0,0,65,445.78,71446.05,42470.35
2,131,1148.25,1090.25,1174.55,0,1,74,420.88,80678.5,49533.38
2,132,1148.25,1181.6,1169.34,0,2,61,463.88,72077.6,43780.92
2,133,1148.25,1182.92,1083.14,0,3,61,438.59,72158.12,45404.13
2,134,1148.25,1222.78,1157.97,0,4,51,491.57,62361.78,37291.71
2,135,1148.25,996.22,1147.82,1,5,136,549.55,135485.92,60747.12
2,136,1148.25,1050.21,1210.21,0,6,82,570.9,86117.22,39303.42
2,137,1148.25,1096.27,1215.74,0,0,69,628.63,75642.63,32267.16
2,138,1148.25,1258.48,1046.43,0,1,49,590.27,61665.52,32742.29
2,139,1148.25,1170.36,1140.96,0,2,64,576.64,74903.04,37998.08
2,140,1148.25,1196.42,1213.09,0,3,67,520.09,80160.14,45314.11
2,141,1148.25,1035.11,1177.86,0,4,77,537.9,79703.47,38285.17
2,142,1148.25,998.65,1279.29,1,5,147,520.88,146801.55,70232.19
2,143,1148.25,1042.04,1222.51,0,6,87,643.64,90657.48,34660.8
2,144,1148.25,1164.15,1080.2,0,0,60,467.91,69849.0,41774.4
2,145,1148.25,1244.88,1053.68,0,1,54,403.53,67223.52,45432.9
2,146,1148.25,1255.82,1217.84,0,2,62,588.86,77860.84,41351.52
2,147,1148.25,911.82,1041.04,1,3,131,460.01,119448.42,59187.11
2,148,1148.25,1138.65,1201.58,0,4,66,657.41,75150.9,31761.84
2,149,1148.25,1250.45,1303.33,0,5,69,648.49,86281.05,41535.24
2,150,1148.25,1188.12,1198.62,0,6,69,423.91,81980.28,52730.49
2,151,1148.25,1048.33,1144.85,0,0,73,432.43,76528.09,44960.7
2,152,1148.25,1140.38,1218.09,0,1,70,544.03,79826.6,41744.5
2,153,1148.25,1088.6,1164.97,0,2,73,576.77,79467.8,37363.59
2,154,1148.25,1141.32,1190.05,0,3,68,480.8,77609.76,44915.36
2,155,1148.25,1138.02,1303.68,0,4,73,607.65,83075.46,38717.01
2,156,1148.25,1167.11,1144.26,0,5,70,572.67,81697.7,41610.8
2,157,1148.25,1115.36,1309.35,0,6,81,495.13,90344.16,50238.63
2,158,1148.25,1071.15,1293.32,0,0,76,409.17,81407.4,50310.48
2,159,1148.25,1149.1,1089.63,0,1,56,617.23,64349.6,29784.72
2,160,1148.25,1224.08,1053.34,0,2,51,463.54,62428.08,38787.54
2,161,1148.25,1185.92,1062.35,0,3,58,641.43,68783.36,31580.42
2,162,1148.25,1111.13,1038.66,0,4,59,522.54,65556.67,34726.81
2,163,1148.25,1248.27,1060.54,0,5,56,567.54,69903.12,38120.88
2,164,1148.25,1242.91,1229.49,0,6,69,652.48,85760.79,40739.67
2,165,1148.25,1081.5,1053.86,0,0,67,649.8,72460.5,28923.9
2,166,1148.25,1042.48,1124.99,0,1,70,508.54,72973.6,37375.8
2,167,1148.25,1203.67,1275.96,0,2,70,461.85,84256.9,51927.4
2,168,1148.25,1223.49,1040.11,0,3,55,624.4,67291.95,32949.95
2,169,1148.25,1255.7,1267.23,0,4,59,526.21,74086.3,43039.91
2,170,1148.25,1237.78,1114.33,0,5,59,457.02,73029.02,46064.84
2,171,1148.25,1171.34,1067.35,0,6,67,661.51,78479.78,34158.61
2,172,1148.25,1155.15,1233.43,0,0,68,458.76,78550.2,47354.52
